date,open,high,low,close,volume
2025-08-22,21139.83,21545.43,21092.35,21496.53,9401300000.0
2025-08-25,21466.47,21572.18,21400.08,21449.29,8443200000.0
2025-08-26,21443.63,21550.92,21389.1,21544.27,9087930000.0
2025-08-27,21526.33,21616.17,21476.3,21590.14,8040510000.0
2025-08-28,21619.27,21742.46,21534.94,21705.16,7807080000.0
2025-08-29,21630.33,21631.15,21397.98,21455.55,7715430000.0
2025-09-02,21086.58,21293.69,21033.05,21279.63,8183410000.0
2025-09-03,21461.63,21553.98,21370.98,21497.73,7488290000.0
2025-09-04,21539.91,21711.96,21469.4,21707.69,7282150000.0
2025-09-05,21860.44,21878.81,21534.73,21700.39,8413730000.0
2025-09-08,21806.22,21885.62,21776.24,21798.7,8435850000.0
2025-09-09,21858.17,21891.42,21731.48,21879.49,7877410000.0
2025-09-10,21980.6,22000.97,21810.84,21886.06,9090550000.0
2025-09-11,21977.51,22059.71,21908.81,22043.07,10025020000.0
2025-09-12,22078.63,22182.34,22031.62,22141.1,9023140000.0
2025-09-15,22243.2,22352.25,22233.0,22348.75,8904030000.0
2025-09-16,22397.5,22397.5,22308.78,22333.96,8592240000.0
2025-09-17,22333.02,22339.54,22058.92,22261.33,9325980000.0
2025-09-18,22439.11,22540.93,22358.49,22470.73,10478450000.0
2025-09-19,22554.32,22645.11,22497.71,22631.48,14632360000.0
2025-09-22,22606.59,22801.9,22590.86,22788.98,9736270000.0
2025-09-23,22782.72,22785.13,22539.04,22573.47,9822620000.0
2025-09-24,22656.02,22657.45,22397.0,22497.86,9184030000.0
2025-09-25,22318.77,22456.78,22185.87,22384.7,9960330000.0
2025-09-26,22403.27,22488.18,22285.44,22484.07,8488400000.0
2025-09-29,22605.3,22704.9,22536.06,22591.15,9046720000.0
2025-09-30,22580.36,22671.39,22493.96,22660.01,8928070000.0
2025-10-01,22530.95,22782.58,22516.74,22755.16,10043980000.0
2025-10-02,22885.91,22900.6,22729.75,22844.05,9633200000.0
2025-10-03,22886.16,22925.43,22695.82,22780.51,10515730000.0
2025-10-06,22894.35,22991.72,22827.56,22941.67,10468830000.0
2025-10-07,22972.37,23006.07,22718.76,22788.36,10375920000.0
2025-10-08,22852.32,23045.14,22845.42,23043.38,10925520000.0
2025-10-09,23045.33,23062.62,22899.16,23024.63,10713200000.0
2025-10-10,23043.52,23119.91,22193.07,22204.43,11635030000.0
2025-10-13,22578.67,22718.75,22499.49,22694.61,9018770000.0
2025-10-14,22388.04,22691.07,22213.73,22521.7,9776720000.0
2025-10-15,22738.5,22841.69,22427.79,22670.08,11374850000.0
2025-10-16,22764.4,22886.87,22404.69,22562.54,11343620000.0
2025-10-17,22489.81,22736.01,22396.65,22679.97,9552150000.0
2025-10-20,22844.82,23031.87,22841.0,22990.54,9440620000.0
2025-10-21,22984.55,23010.35,22894.42,22953.67,10845130000.0
2025-10-22,22940.79,22978.4,22514.08,22740.4,14361150000.0
2025-10-23,22751.33,22983.46,22732.18,22941.8,10363600000.0
2025-10-24,23143.23,23261.26,23127.95,23204.87,10308620000.0
2025-10-27,23537.32,23658.66,23493.96,23637.46,10757830000.0
2025-10-28,23766.46,23901.36,23675.19,23827.49,10640830000.0
2025-10-29,23987.29,24019.99,23763.99,23958.47,10089540000.0
2025-10-30,23793.08,23846.13,23578.47,23581.14,10564160000.0
2025-10-31,23941.78,23946.23,23628.82,23724.96,10909250000.0
2025-11-03,23951.91,23976.84,23764.87,23834.72,10360170000.0
2025-11-04,23458.21,23644.15,23333.32,23348.64,10227700000.0
2025-11-05,23358.07,23636.53,23286.87,23499.8,10026890000.0
2025-11-06,23461.29,23469.55,23011.06,23053.99,11085130000.0
2025-11-07,22892.92,23009.91,22563.42,23004.54,10141910000.0
2025-11-10,23354.85,23569.62,23290.05,23527.17,9297320000.0
2025-11-11,23407.72,23508.44,23315.28,23468.3,7756810000.0
2025-11-12,23563.84,23564.09,23278.3,23406.46,8449920000.0
2025-11-13,23262.65,23264.27,22796.07,22870.36,11351410000.0
2025-11-14,22544.72,23073.18,22436.79,22900.59,10841540000.0
2025-11-17,22788.32,23044.55,22559.51,22708.07,9744800000.0
2025-11-18,22565.9,22643.01,22231.15,22432.85,8606260000.0
2025-11-19,22459.27,22821.24,22385.22,22564.23,8434200000.0
2025-11-20,23057.0,23147.33,22043.2,22078.05,10548620000.0
2025-11-21,22162.83,22531.84,21898.29,22273.08,9931240000.0
2025-11-24,22482.16,22916.4,22478.27,22872.01,9232160000.0
2025-11-25,22802.85,23070.09,22587.11,23025.59,8498500000.0
2025-11-26,23163.19,23280.58,23074.39,23214.69,7291400000.0
2025-11-28,23291.59,23365.79,23250.51,23365.69,4541070000.0
2025-12-01,23172.34,23363.85,23110.21,23275.92,7859560000.0
2025-12-02,23379.75,23526.23,23286.46,23413.67,7588580000.0
2025-12-03,23315.58,23499.93,23271.83,23454.09,7962730000.0
2025-12-04,23527.3,23528.53,23372.33,23505.14,7456860000.0
2025-12-05,23567.77,23680.03,23506.0,23578.13,8248280000.0
2025-12-08,23638.22,23698.93,23455.05,23545.9,8533670000.0
2025-12-09,23504.61,23616.46,23449.73,23576.49,7192600000.0
2025-12-10,23536.0,23704.08,23435.17,23654.16,7987900000.0
2025-12-11,23509.22,23606.7,23308.95,23593.86,8337770000.0
2025-12-12,23488.87,23554.89,23094.51,23195.17,8724070000.0
2025-12-15,23330.04,23345.56,23012.0,23057.41,8649240000.0
2025-12-16,22981.82,23162.6,22920.66,23111.46,7759960000.0
2025-12-17,23135.61,23159.2,22692.0,22693.32,8616140000.0
2025-12-18,23012.06,23149.61,22906.23,23006.36,7977920000.0
2025-12-19,23121.9,23307.91,23106.19,23307.62,12874560000.0
2025-12-22,23450.53,23476.5,23362.93,23428.83,7244910000.0
2025-12-23,23407.7,23563.46,23377.49,23561.84,7518190000.0
2025-12-24,23555.95,23621.72,23527.97,23613.31,3885190000.0
2025-12-26,23645.91,23665.15,23567.85,23593.1,5170300000.0
2025-12-29,23414.68,23531.02,23397.52,23474.35,6527530000.0
2025-12-30,23465.67,23521.05,23414.83,23419.08,6769300000.0
2025-12-31,23420.85,23445.26,23237.78,23241.99,5895130000.0
2026-01-02,23481.49,23585.96,23119.49,23235.63,7331460000.0
2026-01-05,23449.67,23476.51,23332.23,23395.82,8737320000.0
2026-01-06,23446.96,23559.15,23389.57,23547.17,9012640000.0
2026-01-07,23544.89,23723.37,23504.22,23584.27,8396920000.0
2026-01-08,23548.88,23558.17,23353.46,23480.02,7723140000.0
2026-01-09,23496.21,23721.15,23426.48,23671.35,8124420000.0
2026-01-12,23576.88,23804.05,23562.97,23733.9,8707170000.0
2026-01-13,23735.12,23813.3,23607.59,23709.87,9416400000.0
2026-01-14,23563.92,23590.19,23306.66,23471.75,12165220000.0
2026-01-15,23693.97,23721.11,23502.18,23530.02,9740630000.0
2026-01-16,23639.69,23664.26,23446.81,23515.39,9514500000.0
2026-01-20,23142.69,23236.05,22916.83,22954.32,9469480000.0
2026-01-21,23017.68,23383.24,22927.88,23224.82,9162740000.0
2026-01-22,23440.71,23503.16,23335.15,23436.02,9034850000.0
2026-01-23,23440.92,23610.74,23374.26,23501.24,8228760000.0
2026-01-26,23529.28,23688.94,23486.08,23601.36,7505250000.0
2026-01-27,23734.75,23865.26,23694.38,23817.1,8026050000.0
2026-01-28,23965.11,23988.27,23775.49,23857.45,8151580000.0
2026-01-29,23830.92,23840.55,23232.78,23685.12,8782210000.0
2026-01-30,23578.96,23662.25,23351.55,23461.82,9255930000.0
2026-02-02,23370.55,23686.83,23356.4,23592.11,8882530000.0
2026-02-03,23667.44,23691.6,23027.21,23255.19,10306320000.0
2026-02-04,23217.02,23270.07,22684.51,22904.58,10862000000.0
2026-02-05,22604.02,22841.28,22461.14,22540.59,10109230000.0
2026-02-06,22625.3,23088.46,22586.4,23031.21,9054400000.0
2026-02-09,22952.24,23314.67,22878.37,23238.67,8174050000.0
2026-02-10,23271.22,23310.73,23089.1,23102.47,8513440000.0
2026-02-11,23278.29,23320.62,22902.01,23066.47,9927010000.0
2026-02-12,23142.87,23161.6,22548.02,22597.15,8855290000.0
2026-02-13,22561.46,22742.06,22402.38,22546.67,7964830000.0
2026-02-17,22394.76,22690.83,22256.76,22578.38,7654300000.0
2026-02-18,22629.85,22895.95,22597.77,22753.63,7705590000.0
2026-02-19,22639.87,22768.83,22583.61,22682.73,6984780000.0
2026-02-20,22542.28,22948.87,22539.05,22886.07,8063070000.0
2026-02-23,22840.97,22893.22,22547.12,22627.27,8263920000.0
2026-02-24,22641.6,22895.48,22528.26,22863.68,7932270000.0
2026-02-25,23005.01,23169.68,23004.69,23152.08,8427450000.0
2026-02-26,23100.58,23109.46,22670.8,22878.38,9033470000.0
2026-02-27,22615.43,22735.78,22538.3,22668.21,9552610000.0
2026-03-02,22322.12,22802.8,22306.08,22748.86,8303030000.0
2026-03-03,22292.37,22601.59,22124.78,22516.69,9705500000.0
2026-03-04,22620.89,22891.88,22570.67,22807.48,10918410000.0
2026-03-05,22707.47,22877.02,22500.29,22748.99,10994660000.0
2026-03-06,22421.17,22614.41,22328.13,22387.68,9300220000.0
2026-03-09,22184.05,22741.03,22061.97,22695.95,9797740000.0
2026-03-10,22722.94,22906.72,22608.23,22697.1,8800580000.0
2026-03-11,22771.27,22877.71,22602.33,22716.13,8348570000.0
2026-03-12,22526.58,22550.75,22290.48,22311.98,8490850000.0
2026-03-13,22425.7,22521.38,22069.24,22105.36,8278740000.0
2026-03-16,22340.39,22521.59,22316.63,22374.18,8208800000.0
2026-03-17,22458.03,22569.64,22409.07,22479.53,8505210000.0
2026-03-18,22421.96,22461.76,22144.76,22152.42,9325170000.0
2026-03-19,21871.04,22187.06,21851.05,22090.69,8547870000.0
2026-03-20,21989.33,21997.09,21522.75,21647.61,11743490000.0
2026-03-23,21995.78,22189.34,21865.8,21946.76,8895880000.0
2026-03-24,21807.6,21916.16,21712.04,21761.89,8488380000.0
2026-03-25,22006.43,22093.18,21865.46,21929.83,8056920000.0
2026-03-26,21693.17,21823.58,21395.77,21408.08,7726590000.0
2026-03-27,21287.19,21293.5,20909.93,20948.36,7201439000.0
